============================================================
  Solver:     3DMHKP-SA.py
  Instance:   /home/mcaspar/3DMHKP/Egeblad/ep3-20-C-C-50.txt
  Value mode: flat
  Timelimit:  300s
  Reports:    /home/mcaspar/3DMHKP/results_3DMHKP_ep3
  CPUs:       1
============================================================
======================================================================
3DMHKP Simulated Annealing (random single-neighbour, sequence decoder)
    [iter 253140] reheat + diversify: T=704.1, value=65308.0
    [iter 258893] reheat + diversify: T=704.1, value=51953.0
    [iter 264646] reheat + diversify: T=704.1, value=51953.0
    [iter 270399] reheat + diversify: T=704.1, value=52611.0
    [iter 276152] reheat + diversify: T=704.1, value=65308.0
    [iter 281905] reheat + diversify: T=704.1, value=65308.0
    [iter 287658] reheat + diversify: T=704.1, value=52611.0
    [iter 293411] reheat + diversify: T=704.1, value=65308.0
    [iter 299164] reheat + diversify: T=704.1, value=65308.0
    [iter 304917] reheat + diversify: T=704.1, value=39914.0
    [iter 310670] reheat + diversify: T=704.1, value=65308.0
    [iter 316423] reheat + diversify: T=704.1, value=65308.0
    [iter 322176] reheat + diversify: T=704.1, value=52611.0
    [iter 327929] reheat + diversify: T=704.1, value=65308.0
    [iter 333682] reheat + diversify: T=704.1, value=65308.0
    [iter 339435] reheat + diversify: T=704.1, value=65308.0
    [iter 345188] reheat + diversify: T=704.1, value=48234.0
    [iter 350941] reheat + diversify: T=704.1, value=65308.0
    [iter 356694] reheat + diversify: T=704.1, value=51953.0
    [iter 362447] reheat + diversify: T=704.1, value=48234.0
    [iter 368200] reheat + diversify: T=704.1, value=51953.0
    [iter 373953] reheat + diversify: T=704.1, value=51953.0
    [iter 379706] reheat + diversify: T=704.1, value=52611.0
    [iter 385459] reheat + diversify: T=704.1, value=65308.0
    [iter 391212] reheat + diversify: T=704.1, value=65308.0
    [iter 396965] reheat + diversify: T=704.1, value=65308.0
    [iter 402718] reheat + diversify: T=704.1, value=65308.0
    [iter 408471] reheat + diversify: T=704.1, value=48234.0
    [iter 414224] reheat + diversify: T=704.1, value=51953.0
    [iter 419977] reheat + diversify: T=704.1, value=51953.0
    [iter 425730] reheat + diversify: T=704.1, value=51953.0
    [iter 431483] reheat + diversify: T=704.1, value=65308.0
    [iter 437236] reheat + diversify: T=704.1, value=65308.0
    [iter 442989] reheat + diversify: T=704.1, value=65308.0
    [iter 448742] reheat + diversify: T=704.1, value=65308.0
    [iter 454495] reheat + diversify: T=704.1, value=48234.0
    [iter 460248] reheat + diversify: T=704.1, value=51953.0
    [iter 466001] reheat + diversify: T=704.1, value=65308.0
    [iter 471754] reheat + diversify: T=704.1, value=65308.0
    [iter 477507] reheat + diversify: T=704.1, value=65308.0
    [iter 483260] reheat + diversify: T=704.1, value=65308.0
    [iter 489013] reheat + diversify: T=704.1, value=65308.0
    [iter 494766] reheat + diversify: T=704.1, value=52611.0
    [iter 500519] reheat + diversify: T=704.1, value=65308.0
    [iter 506272] reheat + diversify: T=704.1, value=65308.0
    [iter 512025] reheat + diversify: T=704.1, value=52611.0
    [iter 517778] reheat + diversify: T=704.1, value=65308.0
    [iter 523531] reheat + diversify: T=704.1, value=51953.0
    [iter 529284] reheat + diversify: T=704.1, value=52611.0
    [iter 535037] reheat + diversify: T=704.1, value=65308.0
    [iter 540790] reheat + diversify: T=704.1, value=65308.0
    [iter 546543] reheat + diversify: T=704.1, value=65308.0
    [iter 552296] reheat + diversify: T=704.1, value=51953.0
    [iter 558049] reheat + diversify: T=704.1, value=65308.0
    [iter 563802] reheat + diversify: T=704.1, value=65308.0
    [iter 569555] reheat + diversify: T=704.1, value=52611.0
    [iter 575308] reheat + diversify: T=704.1, value=52611.0
    [iter 581061] reheat + diversify: T=704.1, value=48234.0
    [iter 586814] reheat + diversify: T=704.1, value=65308.0
    [iter 592567] reheat + diversify: T=704.1, value=51953.0
    [iter 598320] reheat + diversify: T=704.1, value=51953.0
    [iter 604073] reheat + diversify: T=704.1, value=65308.0
    [iter 609826] reheat + diversify: T=704.1, value=65308.0
    [iter 615579] reheat + diversify: T=704.1, value=48234.0
    [iter 621332] reheat + diversify: T=704.1, value=52611.0
    [iter 627085] reheat + diversify: T=704.1, value=51953.0
    [iter 632838] reheat + diversify: T=704.1, value=48234.0
    [iter 638591] reheat + diversify: T=704.1, value=48234.0
    [iter 644344] reheat + diversify: T=704.1, value=65308.0
    [iter 650097] reheat + diversify: T=704.1, value=51953.0
    [iter 655850] reheat + diversify: T=704.1, value=65308.0
    [iter 661603] reheat + diversify: T=704.1, value=52611.0
    [iter 667356] reheat + diversify: T=704.1, value=48234.0
    [iter 673109] reheat + diversify: T=704.1, value=51953.0
    [iter 678862] reheat + diversify: T=704.1, value=65308.0
    [iter 684615] reheat + diversify: T=704.1, value=51953.0
    [iter 690368] reheat + diversify: T=704.1, value=51953.0
    [iter 696121] reheat + diversify: T=704.1, value=65308.0
    [iter 701874] reheat + diversify: T=704.1, value=52611.0
    [iter 707627] reheat + diversify: T=704.1, value=65308.0
    [iter 713380] reheat + diversify: T=704.1, value=52611.0
    [iter 719133] reheat + diversify: T=704.1, value=48234.0
    [iter 724886] reheat + diversify: T=704.1, value=51953.0
    [iter 730639] reheat + diversify: T=704.1, value=65308.0
    [iter 736392] reheat + diversify: T=704.1, value=51953.0
    [iter 742145] reheat + diversify: T=704.1, value=65308.0
    [iter 747898] reheat + diversify: T=704.1, value=51953.0
    [iter 753651] reheat + diversify: T=704.1, value=52611.0
    [iter 759404] reheat + diversify: T=704.1, value=65308.0
    [iter 765157] reheat + diversify: T=704.1, value=65308.0
    [iter 770910] reheat + diversify: T=704.1, value=51953.0
    [iter 776663] reheat + diversify: T=704.1, value=65308.0
    [iter 782416] reheat + diversify: T=704.1, value=65308.0
    [iter 788169] reheat + diversify: T=704.1, value=47576.0
    [iter 793922] reheat + diversify: T=704.1, value=65308.0
    [iter 799675] reheat + diversify: T=704.1, value=51953.0
    [iter 805428] reheat + diversify: T=704.1, value=48234.0
    [iter 811181] reheat + diversify: T=704.1, value=52611.0
    [iter 816934] reheat + diversify: T=704.1, value=65308.0
    [iter 822687] reheat + diversify: T=704.1, value=48234.0
    [iter 828440] reheat + diversify: T=704.1, value=65308.0
    [iter 834193] reheat + diversify: T=704.1, value=51953.0
    [iter 839946] reheat + diversify: T=704.1, value=52611.0
    [iter 845699] reheat + diversify: T=704.1, value=48234.0
    [iter 851452] reheat + diversify: T=704.1, value=65308.0
    [iter 857205] reheat + diversify: T=704.1, value=48234.0
    [iter 862958] reheat + diversify: T=704.1, value=51953.0
    [iter 868711] reheat + diversify: T=704.1, value=51953.0
    [iter 874464] reheat + diversify: T=704.1, value=65308.0
    [iter 880217] reheat + diversify: T=704.1, value=48234.0
    [iter 885970] reheat + diversify: T=704.1, value=51953.0
    [iter 891723] reheat + diversify: T=704.1, value=52611.0
    [iter 897476] reheat + diversify: T=704.1, value=51953.0
    [iter 903229] reheat + diversify: T=704.1, value=65308.0
    [iter 908982] reheat + diversify: T=704.1, value=47576.0
    [iter 914735] reheat + diversify: T=704.1, value=65308.0
    [iter 920488] reheat + diversify: T=704.1, value=65308.0
    [iter 926241] reheat + diversify: T=704.1, value=65308.0
    [iter 931994] reheat + diversify: T=704.1, value=48234.0
    [iter 937747] reheat + diversify: T=704.1, value=65308.0
    [iter 943500] reheat + diversify: T=704.1, value=52611.0
    [iter 949253] reheat + diversify: T=704.1, value=65308.0
    [iter 955006] reheat + diversify: T=704.1, value=65308.0
    [iter 960759] reheat + diversify: T=704.1, value=65308.0
    [iter 966512] reheat + diversify: T=704.1, value=65308.0
    [iter 972265] reheat + diversify: T=704.1, value=65308.0
    [iter 978018] reheat + diversify: T=704.1, value=48234.0
    [iter 983771] reheat + diversify: T=704.1, value=39914.0
    [iter 989524] reheat + diversify: T=704.1, value=52611.0
    [iter 995277] reheat + diversify: T=704.1, value=52611.0
    [iter 1001030] reheat + diversify: T=704.1, value=52611.0
    [iter 1006783] reheat + diversify: T=704.1, value=65308.0
    [iter 1012536] reheat + diversify: T=704.1, value=65308.0
    [iter 1018289] reheat + diversify: T=704.1, value=65308.0
    [iter 1024042] reheat + diversify: T=704.1, value=52611.0
    [iter 1029795] reheat + diversify: T=704.1, value=51953.0
    [iter 1035548] reheat + diversify: T=704.1, value=51953.0
    [iter 1041301] reheat + diversify: T=704.1, value=65308.0
    [iter 1047054] reheat + diversify: T=704.1, value=51953.0
    [iter 1052807] reheat + diversify: T=704.1, value=65308.0
    [iter 1058560] reheat + diversify: T=704.1, value=48234.0
    [iter 1064313] reheat + diversify: T=704.1, value=51953.0
    [iter 1070066] reheat + diversify: T=704.1, value=51953.0
    [iter 1075819] reheat + diversify: T=704.1, value=52611.0
    [iter 1081572] reheat + diversify: T=704.1, value=65308.0
    [iter 1087325] reheat + diversify: T=704.1, value=51953.0
    [iter 1093078] reheat + diversify: T=704.1, value=65308.0
    [iter 1098831] reheat + diversify: T=704.1, value=65308.0
    [iter 1104584] reheat + diversify: T=704.1, value=51953.0
    [iter 1110337] reheat + diversify: T=704.1, value=51953.0
    [iter 1116090] reheat + diversify: T=704.1, value=65308.0
    [iter 1121843] reheat + diversify: T=704.1, value=65308.0
    [iter 1127596] reheat + diversify: T=704.1, value=65308.0
    [iter 1133349] reheat + diversify: T=704.1, value=48234.0
    [iter 1139102] reheat + diversify: T=704.1, value=52611.0
    [iter 1144855] reheat + diversify: T=704.1, value=65308.0
    [iter 1150608] reheat + diversify: T=704.1, value=51953.0
    [iter 1156361] reheat + diversify: T=704.1, value=65308.0
    [iter 1162114] reheat + diversify: T=704.1, value=65308.0
    [iter 1167867] reheat + diversify: T=704.1, value=65308.0
    [iter 1173620] reheat + diversify: T=704.1, value=65308.0
    [iter 1179373] reheat + diversify: T=704.1, value=51953.0
    [iter 1185126] reheat + diversify: T=704.1, value=51953.0
    [iter 1190879] reheat + diversify: T=704.1, value=65308.0
    [iter 1196632] reheat + diversify: T=704.1, value=65308.0
    [iter 1202385] reheat + diversify: T=704.1, value=65308.0
    [iter 1208138] reheat + diversify: T=704.1, value=65308.0
    [iter 1213891] reheat + diversify: T=704.1, value=65308.0
    [iter 1219644] reheat + diversify: T=704.1, value=48234.0
    [iter 1225397] reheat + diversify: T=704.1, value=65308.0
    [iter 1231150] reheat + diversify: T=704.1, value=51953.0
    [iter 1236903] reheat + diversify: T=704.1, value=65308.0
    [iter 1242656] reheat + diversify: T=704.1, value=48234.0
    [iter 1248409] reheat + diversify: T=704.1, value=52611.0
    [iter 1254162] reheat + diversify: T=704.1, value=65308.0
    [iter 1259915] reheat + diversify: T=704.1, value=47576.0
    [iter 1265668] reheat + diversify: T=704.1, value=52611.0
    [iter 1271421] reheat + diversify: T=704.1, value=65308.0
    [iter 1277174] reheat + diversify: T=704.1, value=65308.0
    [iter 1282927] reheat + diversify: T=704.1, value=52611.0
    [iter 1288680] reheat + diversify: T=704.1, value=51953.0
    [iter 1294433] reheat + diversify: T=704.1, value=48234.0
    [iter 1300186] reheat + diversify: T=704.1, value=48234.0
    [iter 1305939] reheat + diversify: T=704.1, value=51953.0
    [iter 1311692] reheat + diversify: T=704.1, value=48234.0
    [iter 1317445] reheat + diversify: T=704.1, value=65308.0
    [iter 1323198] reheat + diversify: T=704.1, value=52611.0
    [iter 1328951] reheat + diversify: T=704.1, value=65308.0
    [iter 1334704] reheat + diversify: T=704.1, value=65308.0
    [iter 1340457] reheat + diversify: T=704.1, value=65308.0
    [iter 1346210] reheat + diversify: T=704.1, value=48234.0
    [iter 1351963] reheat + diversify: T=704.1, value=52611.0
    [iter 1357716] reheat + diversify: T=704.1, value=52611.0
    [iter 1363469] reheat + diversify: T=704.1, value=65308.0
    [iter 1369222] reheat + diversify: T=704.1, value=48234.0
    [iter 1374975] reheat + diversify: T=704.1, value=65308.0
    [iter 1380728] reheat + diversify: T=704.1, value=47576.0
    [iter 1386481] reheat + diversify: T=704.1, value=39914.0
    [iter 1392234] reheat + diversify: T=704.1, value=51953.0
    [iter 1397987] reheat + diversify: T=704.1, value=65308.0
    [iter 1403740] reheat + diversify: T=704.1, value=65308.0
    [iter 1409493] reheat + diversify: T=704.1, value=48234.0
    [iter 1415246] reheat + diversify: T=704.1, value=65308.0
    [iter 1420999] reheat + diversify: T=704.1, value=51953.0
    [iter 1426752] reheat + diversify: T=704.1, value=65308.0
    [iter 1432505] reheat + diversify: T=704.1, value=47576.0
    [iter 1438258] reheat + diversify: T=704.1, value=51953.0
    [iter 1444011] reheat + diversify: T=704.1, value=52611.0
    [iter 1449764] reheat + diversify: T=704.1, value=65308.0
    [iter 1455517] reheat + diversify: T=704.1, value=65308.0
    [iter 1461270] reheat + diversify: T=704.1, value=65308.0
    [iter 1467023] reheat + diversify: T=704.1, value=65308.0
    [iter 1472776] reheat + diversify: T=704.1, value=51953.0
    [iter 1478529] reheat + diversify: T=704.1, value=65308.0
    [iter 1484282] reheat + diversify: T=704.1, value=65308.0
    [iter 1490035] reheat + diversify: T=704.1, value=65308.0
    [iter 1495788] reheat + diversify: T=704.1, value=48234.0
    [iter 1501541] reheat + diversify: T=704.1, value=51953.0
    [iter 1507294] reheat + diversify: T=704.1, value=48234.0
    [iter 1513047] reheat + diversify: T=704.1, value=51953.0
    [iter 1518800] reheat + diversify: T=704.1, value=51953.0
    [iter 1524553] reheat + diversify: T=704.1, value=52611.0
    [iter 1530306] reheat + diversify: T=704.1, value=65308.0
    [iter 1536059] reheat + diversify: T=704.1, value=48234.0
    [iter 1541812] reheat + diversify: T=704.1, value=48234.0
    [iter 1547565] reheat + diversify: T=704.1, value=52611.0
    [iter 1553318] reheat + diversify: T=704.1, value=52611.0
    [iter 1559071] reheat + diversify: T=704.1, value=65308.0
    [iter 1564824] reheat + diversify: T=704.1, value=65308.0
    [iter 1570577] reheat + diversify: T=704.1, value=51953.0
    [iter 1576330] reheat + diversify: T=704.1, value=48234.0
    [iter 1582083] reheat + diversify: T=704.1, value=51953.0
    [iter 1587836] reheat + diversify: T=704.1, value=65308.0
    [iter 1593589] reheat + diversify: T=704.1, value=52611.0
    [iter 1599342] reheat + diversify: T=704.1, value=52611.0
    [iter 1605095] reheat + diversify: T=704.1, value=48234.0
    [iter 1610848] reheat + diversify: T=704.1, value=65308.0
    [iter 1616601] reheat + diversify: T=704.1, value=48234.0
    [iter 1622354] reheat + diversify: T=704.1, value=51953.0
    [iter 1628107] reheat + diversify: T=704.1, value=52611.0
    [iter 1633860] reheat + diversify: T=704.1, value=52611.0
    [iter 1639613] reheat + diversify: T=704.1, value=51953.0
    [iter 1645366] reheat + diversify: T=704.1, value=48234.0
    [iter 1651119] reheat + diversify: T=704.1, value=52611.0
    [iter 1656872] reheat + diversify: T=704.1, value=65308.0
    [iter 1662625] reheat + diversify: T=704.1, value=65308.0
    [iter 1668378] reheat + diversify: T=704.1, value=52611.0
    [iter 1674131] reheat + diversify: T=704.1, value=65308.0
    [iter 1679884] reheat + diversify: T=704.1, value=65308.0
    [iter 1685637] reheat + diversify: T=704.1, value=52611.0
    [iter 1691390] reheat + diversify: T=704.1, value=65308.0
    [iter 1697143] reheat + diversify: T=704.1, value=48234.0
    [iter 1702896] reheat + diversify: T=704.1, value=65308.0
    [iter 1708649] reheat + diversify: T=704.1, value=48234.0
    [iter 1714402] reheat + diversify: T=704.1, value=52611.0
    [iter 1720155] reheat + diversify: T=704.1, value=52611.0
    [iter 1725908] reheat + diversify: T=704.1, value=52611.0
    [iter 1731661] reheat + diversify: T=704.1, value=65308.0
    [iter 1737414] reheat + diversify: T=704.1, value=51953.0
    [iter 1743167] reheat + diversify: T=704.1, value=65308.0
    [iter 1748920] reheat + diversify: T=704.1, value=65308.0
    [iter 1754673] reheat + diversify: T=704.1, value=47576.0
    [iter 1760426] reheat + diversify: T=704.1, value=65308.0
    [iter 1766179] reheat + diversify: T=704.1, value=47576.0
    [iter 1771932] reheat + diversify: T=704.1, value=65308.0
    [iter 1777685] reheat + diversify: T=704.1, value=51953.0
    [iter 1783438] reheat + diversify: T=704.1, value=65308.0
    [iter 1789191] reheat + diversify: T=704.1, value=52611.0
    [iter 1794944] reheat + diversify: T=704.1, value=52611.0
    [iter 1800697] reheat + diversify: T=704.1, value=65308.0
    [iter 1806450] reheat + diversify: T=704.1, value=47576.0
    [iter 1812203] reheat + diversify: T=704.1, value=65308.0
    [iter 1817956] reheat + diversify: T=704.1, value=51953.0
    [iter 1823709] reheat + diversify: T=704.1, value=65308.0
    [iter 1829462] reheat + diversify: T=704.1, value=51953.0
    [iter 1835215] reheat + diversify: T=704.1, value=51953.0
    [iter 1840968] reheat + diversify: T=704.1, value=65308.0
    [iter 1846721] reheat + diversify: T=704.1, value=52611.0
    [iter 1852474] reheat + diversify: T=704.1, value=65308.0
    [iter 1858227] reheat + diversify: T=704.1, value=48234.0
    [iter 1863980] reheat + diversify: T=704.1, value=65308.0
    [iter 1869733] reheat + diversify: T=704.1, value=51953.0
    [iter 1875486] reheat + diversify: T=704.1, value=65308.0
    [iter 1881239] reheat + diversify: T=704.1, value=47576.0
    [iter 1886992] reheat + diversify: T=704.1, value=51953.0
    [iter 1892745] reheat + diversify: T=704.1, value=52611.0
    [iter 1898498] reheat + diversify: T=704.1, value=51953.0
    [iter 1904251] reheat + diversify: T=704.1, value=65308.0
    [iter 1910004] reheat + diversify: T=704.1, value=51953.0
    [iter 1915757] reheat + diversify: T=704.1, value=65308.0
    [iter 1921510] reheat + diversify: T=704.1, value=65308.0
    [iter 1927263] reheat + diversify: T=704.1, value=51953.0
    [iter 1933016] reheat + diversify: T=704.1, value=47576.0
    [iter 1938769] reheat + diversify: T=704.1, value=65308.0
    [iter 1944522] reheat + diversify: T=704.1, value=48234.0
    [iter 1950275] reheat + diversify: T=704.1, value=65308.0
    [iter 1956028] reheat + diversify: T=704.1, value=65308.0
    [iter 1961781] reheat + diversify: T=704.1, value=52611.0
    [iter 1967534] reheat + diversify: T=704.1, value=51953.0
    [iter 1973287] reheat + diversify: T=704.1, value=65308.0
    [iter 1979040] reheat + diversify: T=704.1, value=65308.0
    [iter 1984793] reheat + diversify: T=704.1, value=47576.0
    [iter 1990546] reheat + diversify: T=704.1, value=65308.0
    [iter 1996299] reheat + diversify: T=704.1, value=51953.0
    [iter 2002052] reheat + diversify: T=704.1, value=65308.0
    [iter 2007805] reheat + diversify: T=704.1, value=65308.0
    [iter 2013558] reheat + diversify: T=704.1, value=39914.0
    [iter 2019311] reheat + diversify: T=704.1, value=65308.0
    [iter 2025064] reheat + diversify: T=704.1, value=48234.0
    [iter 2030817] reheat + diversify: T=704.1, value=65308.0
    [iter 2036570] reheat + diversify: T=704.1, value=51953.0
    [iter 2042323] reheat + diversify: T=704.1, value=51953.0
    [iter 2048076] reheat + diversify: T=704.1, value=65308.0
    [iter 2053829] reheat + diversify: T=704.1, value=48234.0
    [iter 2059582] reheat + diversify: T=704.1, value=52611.0
    [iter 2065335] reheat + diversify: T=704.1, value=65308.0
    [iter 2071088] reheat + diversify: T=704.1, value=51953.0
    [iter 2076841] reheat + diversify: T=704.1, value=51953.0
    [iter 2082594] reheat + diversify: T=704.1, value=65308.0
    [iter 2088347] reheat + diversify: T=704.1, value=52611.0
    [iter 2094100] reheat + diversify: T=704.1, value=51953.0
    [iter 2099853] reheat + diversify: T=704.1, value=65308.0
    [iter 2105606] reheat + diversify: T=704.1, value=65308.0
    [iter 2111359] reheat + diversify: T=704.1, value=65308.0
    [iter 2117112] reheat + diversify: T=704.1, value=47576.0
    [iter 2122865] reheat + diversify: T=704.1, value=65308.0
    [iter 2128618] reheat + diversify: T=704.1, value=52611.0
    [iter 2134371] reheat + diversify: T=704.1, value=51953.0
    [iter 2140124] reheat + diversify: T=704.1, value=65308.0
    [iter 2145877] reheat + diversify: T=704.1, value=51953.0
    [iter 2151630] reheat + diversify: T=704.1, value=65308.0
    [iter 2157383] reheat + diversify: T=704.1, value=52611.0
    [iter 2163136] reheat + diversify: T=704.1, value=65308.0
    [iter 2168889] reheat + diversify: T=704.1, value=51953.0
    [iter 2174642] reheat + diversify: T=704.1, value=65308.0
    [iter 2180395] reheat + diversify: T=704.1, value=65308.0
    [iter 2186148] reheat + diversify: T=704.1, value=65308.0
    [iter 2191901] reheat + diversify: T=704.1, value=52611.0
    [iter 2197654] reheat + diversify: T=704.1, value=65308.0
    [iter 2203407] reheat + diversify: T=704.1, value=65308.0
    [iter 2209160] reheat + diversify: T=704.1, value=52611.0
    [iter 2214913] reheat + diversify: T=704.1, value=51953.0
    [iter 2220666] reheat + diversify: T=704.1, value=65308.0
    [iter 2226419] reheat + diversify: T=704.1, value=65308.0
    [iter 2232172] reheat + diversify: T=704.1, value=51953.0
    [iter 2237925] reheat + diversify: T=704.1, value=51953.0
    [iter 2243678] reheat + diversify: T=704.1, value=65308.0
    [iter 2249431] reheat + diversify: T=704.1, value=52611.0
    [iter 2255184] reheat + diversify: T=704.1, value=51953.0
    [iter 2260937] reheat + diversify: T=704.1, value=65308.0
    [iter 2266690] reheat + diversify: T=704.1, value=48234.0
    [iter 2272443] reheat + diversify: T=704.1, value=52611.0
    [iter 2278196] reheat + diversify: T=704.1, value=48234.0
    [iter 2283949] reheat + diversify: T=704.1, value=65308.0
    [iter 2289702] reheat + diversify: T=704.1, value=65308.0
    [iter 2295455] reheat + diversify: T=704.1, value=39256.0
    [iter 2301208] reheat + diversify: T=704.1, value=65308.0
    [iter 2306961] reheat + diversify: T=704.1, value=65308.0
    [iter 2312714] reheat + diversify: T=704.1, value=65308.0
    [iter 2318467] reheat + diversify: T=704.1, value=48234.0
    [iter 2324220] reheat + diversify: T=704.1, value=65308.0
    [iter 2329973] reheat + diversify: T=704.1, value=51953.0
    [iter 2335726] reheat + diversify: T=704.1, value=65308.0
    [iter 2341479] reheat + diversify: T=704.1, value=65308.0
    [iter 2347232] reheat + diversify: T=704.1, value=52611.0
    [iter 2352985] reheat + diversify: T=704.1, value=65308.0
    [iter 2358738] reheat + diversify: T=704.1, value=51953.0
    [iter 2364491] reheat + diversify: T=704.1, value=51953.0
    [iter 2370244] reheat + diversify: T=704.1, value=52611.0
    [iter 2375997] reheat + diversify: T=704.1, value=65308.0
    [iter 2381750] reheat + diversify: T=704.1, value=39256.0
    [iter 2387503] reheat + diversify: T=704.1, value=51953.0
    [iter 2393256] reheat + diversify: T=704.1, value=48234.0
    [iter 2399009] reheat + diversify: T=704.1, value=48234.0
    [iter 2404762] reheat + diversify: T=704.1, value=65308.0
    [iter 2410515] reheat + diversify: T=704.1, value=51953.0
    [iter 2416268] reheat + diversify: T=704.1, value=65308.0
    [iter 2422021] reheat + diversify: T=704.1, value=52611.0
    [iter 2427774] reheat + diversify: T=704.1, value=51953.0
    [iter 2433527] reheat + diversify: T=704.1, value=39914.0
    [iter 2439280] reheat + diversify: T=704.1, value=65308.0
    [iter 2445033] reheat + diversify: T=704.1, value=52611.0
    [iter 2450786] reheat + diversify: T=704.1, value=52611.0
    [iter 2456539] reheat + diversify: T=704.1, value=65308.0
    [iter 2462292] reheat + diversify: T=704.1, value=65308.0
    [iter 2468045] reheat + diversify: T=704.1, value=65308.0
    [iter 2473798] reheat + diversify: T=704.1, value=65308.0
    [iter 2479551] reheat + diversify: T=704.1, value=65308.0
    [iter 2485304] reheat + diversify: T=704.1, value=48234.0
    [iter 2491057] reheat + diversify: T=704.1, value=51953.0
    [iter 2496810] reheat + diversify: T=704.1, value=52611.0
    [iter 2502563] reheat + diversify: T=704.1, value=51953.0
    [iter 2508316] reheat + diversify: T=704.1, value=52611.0
    [iter 2514069] reheat + diversify: T=704.1, value=52611.0
    [iter 2519822] reheat + diversify: T=704.1, value=65308.0
    [iter 2525575] reheat + diversify: T=704.1, value=48234.0
    [iter 2531328] reheat + diversify: T=704.1, value=52611.0
    [iter 2537081] reheat + diversify: T=704.1, value=65308.0
    [iter 2542834] reheat + diversify: T=704.1, value=65308.0
    [iter 2548587] reheat + diversify: T=704.1, value=52611.0
    [iter 2554340] reheat + diversify: T=704.1, value=65308.0
    [iter 2560093] reheat + diversify: T=704.1, value=65308.0
    [iter 2565846] reheat + diversify: T=704.1, value=65308.0
    [iter 2571599] reheat + diversify: T=704.1, value=52611.0
    [iter 2577352] reheat + diversify: T=704.1, value=65308.0
    [iter 2583105] reheat + diversify: T=704.1, value=65308.0
    [iter 2588858] reheat + diversify: T=704.1, value=65308.0
