============================================================
  Solver:     3DMHKP-SA.py
  Instance:   /home/mcaspar/3DMHKP/Egeblad/ep3-40-C-C-90.txt
  Value mode: flat
  Timelimit:  300s
  Reports:    /home/mcaspar/3DMHKP/results_3DMHKP_ep3
  CPUs:       1
============================================================
======================================================================
3DMHKP Simulated Annealing (random single-neighbour, sequence decoder)
    [iter 224405] reheat + diversify: T=1890.9, value=243447.0
    [iter 230158] reheat + diversify: T=1890.9, value=243447.0
    [iter 235911] reheat + diversify: T=1890.9, value=233486.0
    [iter 241664] reheat + diversify: T=1890.9, value=224508.0
    [iter 247417] reheat + diversify: T=1890.9, value=243447.0
    [iter 253170] reheat + diversify: T=1890.9, value=233486.0
    [iter 258923] reheat + diversify: T=1890.9, value=243447.0
    [iter 264676] reheat + diversify: T=1890.9, value=243447.0
    [iter 270429] reheat + diversify: T=1890.9, value=233486.0
    [iter 276182] reheat + diversify: T=1890.9, value=233486.0
    [iter 281935] reheat + diversify: T=1890.9, value=243447.0
    [iter 287688] reheat + diversify: T=1890.9, value=233486.0
    [iter 293441] reheat + diversify: T=1890.9, value=243447.0
    [iter 299194] reheat + diversify: T=1890.9, value=243447.0
    [iter 304947] reheat + diversify: T=1890.9, value=233486.0
    [iter 310700] reheat + diversify: T=1890.9, value=243447.0
    [iter 316453] reheat + diversify: T=1890.9, value=233486.0
    [iter 322206] reheat + diversify: T=1890.9, value=233486.0
    [iter 327959] reheat + diversify: T=1890.9, value=223525.0
    [iter 333712] reheat + diversify: T=1890.9, value=233486.0
    [iter 339465] reheat + diversify: T=1890.9, value=238958.0
    [iter 345218] reheat + diversify: T=1890.9, value=233486.0
    [iter 350971] reheat + diversify: T=1890.9, value=228997.0
    [iter 356724] reheat + diversify: T=1890.9, value=233486.0
    [iter 362477] reheat + diversify: T=1890.9, value=233486.0
    [iter 368230] reheat + diversify: T=1890.9, value=243447.0
    [iter 373983] reheat + diversify: T=1890.9, value=243447.0
    [iter 379736] reheat + diversify: T=1890.9, value=238958.0
    [iter 385489] reheat + diversify: T=1890.9, value=209075.0
    [iter 391242] reheat + diversify: T=1890.9, value=223525.0
    [iter 396995] reheat + diversify: T=1890.9, value=228997.0
    [iter 402748] reheat + diversify: T=1890.9, value=228997.0
    [iter 408501] reheat + diversify: T=1890.9, value=228997.0
    [iter 414254] reheat + diversify: T=1890.9, value=223525.0
    [iter 420007] reheat + diversify: T=1890.9, value=151275.0
    [iter 425760] reheat + diversify: T=1890.9, value=219036.0
    [iter 431513] reheat + diversify: T=1890.9, value=243447.0
    [iter 437266] reheat + diversify: T=1890.9, value=228997.0
    [iter 443019] reheat + diversify: T=1890.9, value=243447.0
    [iter 448772] reheat + diversify: T=1890.9, value=233486.0
    [iter 454525] reheat + diversify: T=1890.9, value=219036.0
    [iter 460278] reheat + diversify: T=1890.9, value=223525.0
    [iter 466031] reheat + diversify: T=1890.9, value=223525.0
    [iter 471784] reheat + diversify: T=1890.9, value=243447.0
    [iter 477537] reheat + diversify: T=1890.9, value=233486.0
    [iter 483290] reheat + diversify: T=1890.9, value=223525.0
    [iter 489043] reheat + diversify: T=1890.9, value=243447.0
    [iter 494796] reheat + diversify: T=1890.9, value=233486.0
    [iter 500549] reheat + diversify: T=1890.9, value=243447.0
    [iter 506302] reheat + diversify: T=1890.9, value=228997.0
    [iter 512055] reheat + diversify: T=1890.9, value=194625.0
    [iter 517808] reheat + diversify: T=1890.9, value=238958.0
    [iter 523561] reheat + diversify: T=1890.9, value=243447.0
    [iter 529314] reheat + diversify: T=1890.9, value=209075.0
    [iter 535067] reheat + diversify: T=1890.9, value=243447.0
    [iter 540820] reheat + diversify: T=1890.9, value=238958.0
    [iter 546573] reheat + diversify: T=1890.9, value=243447.0
    [iter 552326] reheat + diversify: T=1890.9, value=238958.0
    [iter 558079] reheat + diversify: T=1890.9, value=233486.0
    [iter 563832] reheat + diversify: T=1890.9, value=243447.0
    [iter 569585] reheat + diversify: T=1890.9, value=243447.0
    [iter 575338] reheat + diversify: T=1890.9, value=223525.0
    [iter 581091] reheat + diversify: T=1890.9, value=233486.0
    [iter 586844] reheat + diversify: T=1890.9, value=233486.0
    [iter 592597] reheat + diversify: T=1890.9, value=243447.0
    [iter 598350] reheat + diversify: T=1890.9, value=233486.0
    [iter 604103] reheat + diversify: T=1890.9, value=243447.0
    [iter 609856] reheat + diversify: T=1890.9, value=228997.0
    [iter 615609] reheat + diversify: T=1890.9, value=238958.0
    [iter 621362] reheat + diversify: T=1890.9, value=228997.0
    [iter 627115] reheat + diversify: T=1890.9, value=233486.0
    [iter 632868] reheat + diversify: T=1890.9, value=243447.0
    [iter 638621] reheat + diversify: T=1890.9, value=223525.0
    [iter 644374] reheat + diversify: T=1890.9, value=223525.0
    [iter 650127] reheat + diversify: T=1890.9, value=233486.0
    [iter 655880] reheat + diversify: T=1890.9, value=233486.0
    [iter 661633] reheat + diversify: T=1890.9, value=233486.0
    [iter 667386] reheat + diversify: T=1890.9, value=243447.0
    [iter 673139] reheat + diversify: T=1890.9, value=243447.0
    [iter 678892] reheat + diversify: T=1890.9, value=243447.0
    [iter 684645] reheat + diversify: T=1890.9, value=243447.0
    [iter 690398] reheat + diversify: T=1890.9, value=243447.0
    [iter 696151] reheat + diversify: T=1890.9, value=233486.0
    [iter 701904] reheat + diversify: T=1890.9, value=233486.0
    [iter 707657] reheat + diversify: T=1890.9, value=209075.0
    [iter 713410] reheat + diversify: T=1890.9, value=243447.0
    [iter 719163] reheat + diversify: T=1890.9, value=223525.0
    [iter 724916] reheat + diversify: T=1890.9, value=219036.0
    [iter 730669] reheat + diversify: T=1890.9, value=223525.0
    [iter 736422] reheat + diversify: T=1890.9, value=237975.0
    [iter 742175] reheat + diversify: T=1890.9, value=243447.0
    [iter 747928] reheat + diversify: T=1890.9, value=228997.0
    [iter 753681] reheat + diversify: T=1890.9, value=243447.0
    [iter 759434] reheat + diversify: T=1890.9, value=243447.0
    [iter 765187] reheat + diversify: T=1890.9, value=233486.0
    [iter 770940] reheat + diversify: T=1890.9, value=243447.0
    [iter 776693] reheat + diversify: T=1890.9, value=233486.0
    [iter 782446] reheat + diversify: T=1890.9, value=228997.0
    [iter 788199] reheat + diversify: T=1890.9, value=233486.0
    [iter 793952] reheat + diversify: T=1890.9, value=223525.0
    [iter 799705] reheat + diversify: T=1890.9, value=233486.0
    [iter 805458] reheat + diversify: T=1890.9, value=233486.0
    [iter 811211] reheat + diversify: T=1890.9, value=243447.0
    [iter 816964] reheat + diversify: T=1890.9, value=233486.0
    [iter 822717] reheat + diversify: T=1890.9, value=228997.0
    [iter 828470] reheat + diversify: T=1890.9, value=228997.0
    [iter 834223] reheat + diversify: T=1890.9, value=243447.0
    [iter 839976] reheat + diversify: T=1890.9, value=243447.0
    [iter 845729] reheat + diversify: T=1890.9, value=233486.0
    [iter 851482] reheat + diversify: T=1890.9, value=238958.0
    [iter 857235] reheat + diversify: T=1890.9, value=243447.0
    [iter 862988] reheat + diversify: T=1890.9, value=233486.0
    [iter 868741] reheat + diversify: T=1890.9, value=233486.0
    [iter 874494] reheat + diversify: T=1890.9, value=243447.0
    [iter 880247] reheat + diversify: T=1890.9, value=243447.0
    [iter 886000] reheat + diversify: T=1890.9, value=243447.0
    [iter 891753] reheat + diversify: T=1890.9, value=223525.0
    [iter 897506] reheat + diversify: T=1890.9, value=238958.0
    [iter 903259] reheat + diversify: T=1890.9, value=233486.0
    [iter 909012] reheat + diversify: T=1890.9, value=233486.0
  time limit reached at iteration 911878
  SA finished: 911878 iterations in 300.0s (3040 it/s), accepted 602767 (66.1%), rejected 309110, no-move draws 0, reheats 158
  SA: value 243447.0 (greedy 151275.0, +92172.0), bound 359606.6, gap 32.30%, util 75.1%
  report -> /home/mcaspar/3DMHKP/results_3DMHKP_ep3/ep3-40-C-C-90-3DMHKP-SA-a0.999-r0.25-t300s.txt

================================================================================================
SUMMARY
================================================================================================
instance      boxes  packed       greedy     SA value        bound      gap    util    iters    time
------------------------------------------------------------------------------------------------
ep3-40-C-C-90     40      33     151275.0     243447.0     359606.6   32.3%   75.1%   911878  300.0s
------------------------------------------------------------------------------------------------
proven optimal (value reaches the upper bound): 0/1
improved over greedy: 1/1 (total value 151275.0 -> 243447.0, +60.93%)
mean gap to continuous-knapsack bound: 32.3%
mean volume utilization: 75.1%
