============================================================
  Solver:     3DMHKP-SA.py
  Instance:   /home/mcaspar/3DMHKP/Egeblad/ep3-20-C-R-50.txt
  Value mode: flat
  Timelimit:  300s
  Reports:    /home/mcaspar/3DMHKP/results_3DMHKP_ep3
  CPUs:       1
============================================================
======================================================================
3DMHKP Simulated Annealing (random single-neighbour, sequence decoder)
    [iter 212992] reheat + diversify: T=51.8, value=52907.0
    [iter 218745] reheat + diversify: T=51.8, value=62364.0
    [iter 224498] reheat + diversify: T=51.8, value=44700.0
    [iter 230251] reheat + diversify: T=51.8, value=45312.0
    [iter 236004] reheat + diversify: T=51.8, value=59625.0
    [iter 241757] reheat + diversify: T=51.8, value=62364.0
    [iter 247510] reheat + diversify: T=51.8, value=62364.0
    [iter 253263] reheat + diversify: T=51.8, value=39076.0
    [iter 259016] reheat + diversify: T=51.8, value=62364.0
    [iter 264769] reheat + diversify: T=51.8, value=37994.0
    [iter 270522] reheat + diversify: T=51.8, value=59625.0
    [iter 276275] reheat + diversify: T=51.8, value=46402.0
    [iter 282028] reheat + diversify: T=51.8, value=62364.0
    [iter 287781] reheat + diversify: T=51.8, value=46688.0
    [iter 293534] reheat + diversify: T=51.8, value=62364.0
    [iter 299287] reheat + diversify: T=51.8, value=62364.0
    [iter 305040] reheat + diversify: T=51.8, value=39982.0
    [iter 310793] reheat + diversify: T=51.8, value=62364.0
    [iter 316546] reheat + diversify: T=51.8, value=53406.0
    [iter 322299] reheat + diversify: T=51.8, value=46402.0
    [iter 328052] reheat + diversify: T=51.8, value=38594.0
    [iter 333805] reheat + diversify: T=51.8, value=46688.0
    [iter 339558] reheat + diversify: T=51.8, value=62364.0
    [iter 345311] reheat + diversify: T=51.8, value=44700.0
    [iter 351064] reheat + diversify: T=51.8, value=62364.0
    [iter 356817] reheat + diversify: T=51.8, value=40448.0
    [iter 362570] reheat + diversify: T=51.8, value=40448.0
    [iter 368323] reheat + diversify: T=51.8, value=46832.0
    [iter 374076] reheat + diversify: T=51.8, value=62364.0
    [iter 379829] reheat + diversify: T=51.8, value=62364.0
    [iter 385582] reheat + diversify: T=51.8, value=44700.0
    [iter 391335] reheat + diversify: T=51.8, value=62364.0
    [iter 397088] reheat + diversify: T=51.8, value=46832.0
    [iter 402841] reheat + diversify: T=51.8, value=46688.0
    [iter 408594] reheat + diversify: T=51.8, value=62364.0
    [iter 414347] reheat + diversify: T=51.8, value=62364.0
    [iter 420100] reheat + diversify: T=51.8, value=37994.0
    [iter 425853] reheat + diversify: T=51.8, value=49482.0
    [iter 431606] reheat + diversify: T=51.8, value=62364.0
    [iter 437359] reheat + diversify: T=51.8, value=62364.0
    [iter 443112] reheat + diversify: T=51.8, value=62364.0
    [iter 448865] reheat + diversify: T=51.8, value=62364.0
    [iter 454618] reheat + diversify: T=51.8, value=44716.0
    [iter 460371] reheat + diversify: T=51.8, value=62364.0
    [iter 466124] reheat + diversify: T=51.8, value=62364.0
    [iter 471877] reheat + diversify: T=51.8, value=37994.0
    [iter 477630] reheat + diversify: T=51.8, value=40448.0
    [iter 483383] reheat + diversify: T=51.8, value=53406.0
    [iter 489136] reheat + diversify: T=51.8, value=51422.0
    [iter 494889] reheat + diversify: T=51.8, value=62364.0
    [iter 500642] reheat + diversify: T=51.8, value=62364.0
    [iter 506395] reheat + diversify: T=51.8, value=62364.0
    [iter 512148] reheat + diversify: T=51.8, value=62364.0
    [iter 517901] reheat + diversify: T=51.8, value=62364.0
    [iter 523654] reheat + diversify: T=51.8, value=62364.0
    [iter 529407] reheat + diversify: T=51.8, value=62364.0
    [iter 535160] reheat + diversify: T=51.8, value=46832.0
    [iter 540913] reheat + diversify: T=51.8, value=62364.0
    [iter 546666] reheat + diversify: T=51.8, value=40448.0
    [iter 552419] reheat + diversify: T=51.8, value=62364.0
    [iter 558172] reheat + diversify: T=51.8, value=39982.0
    [iter 563925] reheat + diversify: T=51.8, value=44716.0
    [iter 569678] reheat + diversify: T=51.8, value=43827.0
    [iter 575431] reheat + diversify: T=51.8, value=51418.0
    [iter 581184] reheat + diversify: T=51.8, value=62364.0
    [iter 586937] reheat + diversify: T=51.8, value=62364.0
    [iter 592690] reheat + diversify: T=51.8, value=40448.0
    [iter 598443] reheat + diversify: T=51.8, value=62364.0
    [iter 604196] reheat + diversify: T=51.8, value=46688.0
    [iter 609949] reheat + diversify: T=51.8, value=51422.0
    [iter 615702] reheat + diversify: T=51.8, value=46832.0
    [iter 621455] reheat + diversify: T=51.8, value=38308.0
    [iter 627208] reheat + diversify: T=51.8, value=52903.0
    [iter 632961] reheat + diversify: T=51.8, value=38308.0
    [iter 638714] reheat + diversify: T=51.8, value=62364.0
    [iter 644467] reheat + diversify: T=51.8, value=62364.0
    [iter 650220] reheat + diversify: T=51.8, value=62364.0
    [iter 655973] reheat + diversify: T=51.8, value=49482.0
    [iter 661726] reheat + diversify: T=51.8, value=47170.0
    [iter 667479] reheat + diversify: T=51.8, value=53406.0
    [iter 673232] reheat + diversify: T=51.8, value=62364.0
    [iter 678985] reheat + diversify: T=51.8, value=40448.0
    [iter 684738] reheat + diversify: T=51.8, value=34739.0
    [iter 690491] reheat + diversify: T=51.8, value=62364.0
    [iter 696244] reheat + diversify: T=51.8, value=62364.0
    [iter 701997] reheat + diversify: T=51.8, value=44700.0
    [iter 707750] reheat + diversify: T=51.8, value=32354.0
    [iter 713503] reheat + diversify: T=51.8, value=46402.0
    [iter 719256] reheat + diversify: T=51.8, value=53406.0
    [iter 725009] reheat + diversify: T=51.8, value=53406.0
    [iter 730762] reheat + diversify: T=51.8, value=59625.0
    [iter 736515] reheat + diversify: T=51.8, value=62364.0
    [iter 742268] reheat + diversify: T=51.8, value=46832.0
    [iter 748021] reheat + diversify: T=51.8, value=62364.0
    [iter 753774] reheat + diversify: T=51.8, value=43827.0
    [iter 759527] reheat + diversify: T=51.8, value=62364.0
    [iter 765280] reheat + diversify: T=51.8, value=62364.0
    [iter 771033] reheat + diversify: T=51.8, value=62364.0
    [iter 776786] reheat + diversify: T=51.8, value=40448.0
    [iter 782539] reheat + diversify: T=51.8, value=62364.0
    [iter 788292] reheat + diversify: T=51.8, value=62364.0
    [iter 794045] reheat + diversify: T=51.8, value=58140.0
    [iter 799798] reheat + diversify: T=51.8, value=53406.0
    [iter 805551] reheat + diversify: T=51.8, value=44700.0
    [iter 811304] reheat + diversify: T=51.8, value=62364.0
    [iter 817057] reheat + diversify: T=51.8, value=46832.0
    [iter 822810] reheat + diversify: T=51.8, value=34739.0
    [iter 828563] reheat + diversify: T=51.8, value=62364.0
    [iter 834316] reheat + diversify: T=51.8, value=44700.0
    [iter 840069] reheat + diversify: T=51.8, value=53406.0
    [iter 845822] reheat + diversify: T=51.8, value=34739.0
    [iter 851575] reheat + diversify: T=51.8, value=43827.0
    [iter 857328] reheat + diversify: T=51.8, value=59625.0
    [iter 863081] reheat + diversify: T=51.8, value=46688.0
    [iter 868834] reheat + diversify: T=51.8, value=51422.0
    [iter 874587] reheat + diversify: T=51.8, value=62364.0
    [iter 880340] reheat + diversify: T=51.8, value=49482.0
    [iter 886093] reheat + diversify: T=51.8, value=43827.0
    [iter 891846] reheat + diversify: T=51.8, value=40448.0
    [iter 897599] reheat + diversify: T=51.8, value=59625.0
    [iter 903352] reheat + diversify: T=51.8, value=49482.0
    [iter 909105] reheat + diversify: T=51.8, value=59625.0
    [iter 914858] reheat + diversify: T=51.8, value=59625.0
    [iter 920611] reheat + diversify: T=51.8, value=53406.0
    [iter 926364] reheat + diversify: T=51.8, value=46201.0
    [iter 932117] reheat + diversify: T=51.8, value=53406.0
    [iter 937870] reheat + diversify: T=51.8, value=59625.0
    [iter 943623] reheat + diversify: T=51.8, value=52903.0
    [iter 949376] reheat + diversify: T=51.8, value=52903.0
    [iter 955129] reheat + diversify: T=51.8, value=52903.0
    [iter 960882] reheat + diversify: T=51.8, value=39982.0
    [iter 966635] reheat + diversify: T=51.8, value=62364.0
    [iter 972388] reheat + diversify: T=51.8, value=53406.0
    [iter 978141] reheat + diversify: T=51.8, value=62364.0
    [iter 983894] reheat + diversify: T=51.8, value=51418.0
    [iter 989647] reheat + diversify: T=51.8, value=59625.0
    [iter 995400] reheat + diversify: T=51.8, value=62364.0
    [iter 1001153] reheat + diversify: T=51.8, value=46832.0
    [iter 1006906] reheat + diversify: T=51.8, value=58140.0
    [iter 1012659] reheat + diversify: T=51.8, value=62364.0
    [iter 1018412] reheat + diversify: T=51.8, value=62364.0
    [iter 1024165] reheat + diversify: T=51.8, value=46832.0
    [iter 1029918] reheat + diversify: T=51.8, value=40448.0
    [iter 1035671] reheat + diversify: T=51.8, value=62364.0
    [iter 1041424] reheat + diversify: T=51.8, value=53406.0
    [iter 1047177] reheat + diversify: T=51.8, value=62364.0
    [iter 1052930] reheat + diversify: T=51.8, value=51418.0
    [iter 1058683] reheat + diversify: T=51.8, value=29184.0
    [iter 1064436] reheat + diversify: T=51.8, value=62364.0
    [iter 1070189] reheat + diversify: T=51.8, value=52907.0
    [iter 1075942] reheat + diversify: T=51.8, value=52903.0
    [iter 1081695] reheat + diversify: T=51.8, value=34739.0
    [iter 1087448] reheat + diversify: T=51.8, value=62364.0
    [iter 1093201] reheat + diversify: T=51.8, value=62364.0
    [iter 1098954] reheat + diversify: T=51.8, value=46832.0
    [iter 1104707] reheat + diversify: T=51.8, value=62364.0
    [iter 1110460] reheat + diversify: T=51.8, value=49482.0
    [iter 1116213] reheat + diversify: T=51.8, value=62364.0
    [iter 1121966] reheat + diversify: T=51.8, value=39982.0
    [iter 1127719] reheat + diversify: T=51.8, value=59625.0
    [iter 1133472] reheat + diversify: T=51.8, value=52903.0
    [iter 1139225] reheat + diversify: T=51.8, value=62364.0
    [iter 1144978] reheat + diversify: T=51.8, value=62364.0
    [iter 1150731] reheat + diversify: T=51.8, value=62364.0
    [iter 1156484] reheat + diversify: T=51.8, value=46688.0
    [iter 1162237] reheat + diversify: T=51.8, value=62364.0
    [iter 1167990] reheat + diversify: T=51.8, value=62364.0
    [iter 1173743] reheat + diversify: T=51.8, value=62364.0
    [iter 1179496] reheat + diversify: T=51.8, value=62364.0
    [iter 1185249] reheat + diversify: T=51.8, value=53406.0
    [iter 1191002] reheat + diversify: T=51.8, value=46688.0
    [iter 1196755] reheat + diversify: T=51.8, value=62364.0
    [iter 1202508] reheat + diversify: T=51.8, value=43827.0
    [iter 1208261] reheat + diversify: T=51.8, value=62364.0
    [iter 1214014] reheat + diversify: T=51.8, value=62364.0
    [iter 1219767] reheat + diversify: T=51.8, value=46688.0
    [iter 1225520] reheat + diversify: T=51.8, value=39982.0
    [iter 1231273] reheat + diversify: T=51.8, value=62364.0
    [iter 1237026] reheat + diversify: T=51.8, value=44700.0
    [iter 1242779] reheat + diversify: T=51.8, value=62364.0
    [iter 1248532] reheat + diversify: T=51.8, value=51418.0
    [iter 1254285] reheat + diversify: T=51.8, value=62364.0
    [iter 1260038] reheat + diversify: T=51.8, value=62364.0
    [iter 1265791] reheat + diversify: T=51.8, value=62364.0
    [iter 1271544] reheat + diversify: T=51.8, value=37994.0
    [iter 1277297] reheat + diversify: T=51.8, value=37994.0
    [iter 1283050] reheat + diversify: T=51.8, value=46688.0
    [iter 1288803] reheat + diversify: T=51.8, value=62364.0
    [iter 1294556] reheat + diversify: T=51.8, value=62364.0
    [iter 1300309] reheat + diversify: T=51.8, value=44700.0
    [iter 1306062] reheat + diversify: T=51.8, value=37994.0
    [iter 1311815] reheat + diversify: T=51.8, value=62364.0
    [iter 1317568] reheat + diversify: T=51.8, value=62364.0
    [iter 1323321] reheat + diversify: T=51.8, value=62364.0
    [iter 1329074] reheat + diversify: T=51.8, value=43827.0
    [iter 1334827] reheat + diversify: T=51.8, value=53406.0
    [iter 1340580] reheat + diversify: T=51.8, value=62364.0
    [iter 1346333] reheat + diversify: T=51.8, value=43827.0
    [iter 1352086] reheat + diversify: T=51.8, value=62364.0
    [iter 1357839] reheat + diversify: T=51.8, value=62364.0
    [iter 1363592] reheat + diversify: T=51.8, value=62364.0
    [iter 1369345] reheat + diversify: T=51.8, value=62364.0
    [iter 1375098] reheat + diversify: T=51.8, value=62364.0
    [iter 1380851] reheat + diversify: T=51.8, value=62364.0
    [iter 1386604] reheat + diversify: T=51.8, value=47170.0
    [iter 1392357] reheat + diversify: T=51.8, value=53406.0
    [iter 1398110] reheat + diversify: T=51.8, value=43827.0
    [iter 1403863] reheat + diversify: T=51.8, value=62364.0
    [iter 1409616] reheat + diversify: T=51.8, value=46201.0
    [iter 1415369] reheat + diversify: T=51.8, value=49482.0
    [iter 1421122] reheat + diversify: T=51.8, value=62364.0
    [iter 1426875] reheat + diversify: T=51.8, value=40448.0
    [iter 1432628] reheat + diversify: T=51.8, value=43827.0
    [iter 1438381] reheat + diversify: T=51.8, value=62364.0
    [iter 1444134] reheat + diversify: T=51.8, value=46402.0
    [iter 1449887] reheat + diversify: T=51.8, value=53406.0
    [iter 1455640] reheat + diversify: T=51.8, value=62364.0
    [iter 1461393] reheat + diversify: T=51.8, value=53406.0
    [iter 1467146] reheat + diversify: T=51.8, value=32354.0
    [iter 1472899] reheat + diversify: T=51.8, value=40448.0
    [iter 1478652] reheat + diversify: T=51.8, value=62364.0
    [iter 1484405] reheat + diversify: T=51.8, value=43827.0
    [iter 1490158] reheat + diversify: T=51.8, value=62364.0
    [iter 1495911] reheat + diversify: T=51.8, value=53406.0
    [iter 1501664] reheat + diversify: T=51.8, value=46832.0
    [iter 1507417] reheat + diversify: T=51.8, value=62364.0
    [iter 1513170] reheat + diversify: T=51.8, value=62364.0
    [iter 1518923] reheat + diversify: T=51.8, value=62364.0
    [iter 1524676] reheat + diversify: T=51.8, value=62364.0
    [iter 1530429] reheat + diversify: T=51.8, value=62364.0
    [iter 1536182] reheat + diversify: T=51.8, value=53406.0
    [iter 1541935] reheat + diversify: T=51.8, value=52903.0
    [iter 1547688] reheat + diversify: T=51.8, value=39982.0
    [iter 1553441] reheat + diversify: T=51.8, value=53406.0
    [iter 1559194] reheat + diversify: T=51.8, value=46688.0
    [iter 1564947] reheat + diversify: T=51.8, value=62364.0
    [iter 1570700] reheat + diversify: T=51.8, value=62364.0
    [iter 1576453] reheat + diversify: T=51.8, value=62364.0
    [iter 1582206] reheat + diversify: T=51.8, value=62364.0
    [iter 1587959] reheat + diversify: T=51.8, value=62364.0
    [iter 1593712] reheat + diversify: T=51.8, value=29184.0
    [iter 1599465] reheat + diversify: T=51.8, value=49482.0
    [iter 1605218] reheat + diversify: T=51.8, value=62364.0
    [iter 1610971] reheat + diversify: T=51.8, value=40448.0
    [iter 1616724] reheat + diversify: T=51.8, value=49482.0
    [iter 1622477] reheat + diversify: T=51.8, value=46832.0
    [iter 1628230] reheat + diversify: T=51.8, value=40448.0
    [iter 1633983] reheat + diversify: T=51.8, value=62364.0
    [iter 1639736] reheat + diversify: T=51.8, value=62364.0
    [iter 1645489] reheat + diversify: T=51.8, value=62364.0
    [iter 1651242] reheat + diversify: T=51.8, value=46832.0
    [iter 1656995] reheat + diversify: T=51.8, value=51418.0
    [iter 1662748] reheat + diversify: T=51.8, value=46832.0
    [iter 1668501] reheat + diversify: T=51.8, value=43827.0
    [iter 1674254] reheat + diversify: T=51.8, value=47170.0
    [iter 1680007] reheat + diversify: T=51.8, value=62364.0
    [iter 1685760] reheat + diversify: T=51.8, value=46688.0
    [iter 1691513] reheat + diversify: T=51.8, value=38594.0
    [iter 1697266] reheat + diversify: T=51.8, value=40448.0
    [iter 1703019] reheat + diversify: T=51.8, value=62364.0
    [iter 1708772] reheat + diversify: T=51.8, value=62364.0
    [iter 1714525] reheat + diversify: T=51.8, value=62364.0
    [iter 1720278] reheat + diversify: T=51.8, value=39982.0
    [iter 1726031] reheat + diversify: T=51.8, value=46832.0
    [iter 1731784] reheat + diversify: T=51.8, value=52903.0
    [iter 1737537] reheat + diversify: T=51.8, value=62364.0
    [iter 1743290] reheat + diversify: T=51.8, value=62364.0
    [iter 1749043] reheat + diversify: T=51.8, value=62364.0
    [iter 1754796] reheat + diversify: T=51.8, value=44700.0
    [iter 1760549] reheat + diversify: T=51.8, value=34739.0
    [iter 1766302] reheat + diversify: T=51.8, value=62364.0
    [iter 1772055] reheat + diversify: T=51.8, value=46832.0
    [iter 1777808] reheat + diversify: T=51.8, value=46688.0
    [iter 1783561] reheat + diversify: T=51.8, value=62364.0
    [iter 1789314] reheat + diversify: T=51.8, value=62364.0
    [iter 1795067] reheat + diversify: T=51.8, value=62364.0
    [iter 1800820] reheat + diversify: T=51.8, value=39982.0
    [iter 1806573] reheat + diversify: T=51.8, value=62364.0
    [iter 1812326] reheat + diversify: T=51.8, value=62364.0
    [iter 1818079] reheat + diversify: T=51.8, value=62364.0
    [iter 1823832] reheat + diversify: T=51.8, value=53406.0
    [iter 1829585] reheat + diversify: T=51.8, value=43827.0
    [iter 1835338] reheat + diversify: T=51.8, value=43827.0
    [iter 1841091] reheat + diversify: T=51.8, value=62364.0
    [iter 1846844] reheat + diversify: T=51.8, value=62364.0
    [iter 1852597] reheat + diversify: T=51.8, value=40448.0
    [iter 1858350] reheat + diversify: T=51.8, value=46832.0
    [iter 1864103] reheat + diversify: T=51.8, value=62364.0
    [iter 1869856] reheat + diversify: T=51.8, value=62364.0
    [iter 1875609] reheat + diversify: T=51.8, value=46832.0
    [iter 1881362] reheat + diversify: T=51.8, value=62364.0
    [iter 1887115] reheat + diversify: T=51.8, value=62364.0
    [iter 1892868] reheat + diversify: T=51.8, value=62364.0
    [iter 1898621] reheat + diversify: T=51.8, value=40448.0
    [iter 1904374] reheat + diversify: T=51.8, value=39982.0
    [iter 1910127] reheat + diversify: T=51.8, value=59625.0
    [iter 1915880] reheat + diversify: T=51.8, value=44700.0
    [iter 1921633] reheat + diversify: T=51.8, value=46832.0
    [iter 1927386] reheat + diversify: T=51.8, value=53406.0
    [iter 1933139] reheat + diversify: T=51.8, value=53406.0
    [iter 1938892] reheat + diversify: T=51.8, value=62364.0
    [iter 1944645] reheat + diversify: T=51.8, value=62364.0
    [iter 1950398] reheat + diversify: T=51.8, value=62364.0
    [iter 1956151] reheat + diversify: T=51.8, value=62364.0
    [iter 1961904] reheat + diversify: T=51.8, value=49482.0
    [iter 1967657] reheat + diversify: T=51.8, value=44700.0
    [iter 1973410] reheat + diversify: T=51.8, value=37994.0
    [iter 1979163] reheat + diversify: T=51.8, value=62364.0
    [iter 1984916] reheat + diversify: T=51.8, value=62364.0
    [iter 1990669] reheat + diversify: T=51.8, value=46402.0
    [iter 1996422] reheat + diversify: T=51.8, value=40448.0
    [iter 2002175] reheat + diversify: T=51.8, value=46832.0
    [iter 2007928] reheat + diversify: T=51.8, value=46832.0
    [iter 2013681] reheat + diversify: T=51.8, value=38308.0
    [iter 2019434] reheat + diversify: T=51.8, value=52903.0
    [iter 2025187] reheat + diversify: T=51.8, value=53406.0
    [iter 2030940] reheat + diversify: T=51.8, value=62364.0
    [iter 2036693] reheat + diversify: T=51.8, value=62364.0
    [iter 2042446] reheat + diversify: T=51.8, value=62364.0
    [iter 2048199] reheat + diversify: T=51.8, value=46402.0
    [iter 2053952] reheat + diversify: T=51.8, value=62364.0
    [iter 2059705] reheat + diversify: T=51.8, value=62364.0
    [iter 2065458] reheat + diversify: T=51.8, value=62364.0
    [iter 2071211] reheat + diversify: T=51.8, value=46688.0
    [iter 2076964] reheat + diversify: T=51.8, value=49482.0
    [iter 2082717] reheat + diversify: T=51.8, value=51418.0
    [iter 2088470] reheat + diversify: T=51.8, value=49482.0
    [iter 2094223] reheat + diversify: T=51.8, value=45312.0
    [iter 2099976] reheat + diversify: T=51.8, value=37994.0
    [iter 2105729] reheat + diversify: T=51.8, value=52907.0
    [iter 2111482] reheat + diversify: T=51.8, value=37994.0
    [iter 2117235] reheat + diversify: T=51.8, value=62364.0
    [iter 2122988] reheat + diversify: T=51.8, value=62364.0
    [iter 2128741] reheat + diversify: T=51.8, value=37994.0
    [iter 2134494] reheat + diversify: T=51.8, value=62364.0
    [iter 2140247] reheat + diversify: T=51.8, value=62364.0
    [iter 2146000] reheat + diversify: T=51.8, value=53406.0
    [iter 2151753] reheat + diversify: T=51.8, value=59625.0
    [iter 2157506] reheat + diversify: T=51.8, value=43827.0
    [iter 2163259] reheat + diversify: T=51.8, value=62364.0
    [iter 2169012] reheat + diversify: T=51.8, value=44700.0
    [iter 2174765] reheat + diversify: T=51.8, value=62364.0
    [iter 2180518] reheat + diversify: T=51.8, value=51418.0
    [iter 2186271] reheat + diversify: T=51.8, value=62364.0
    [iter 2192024] reheat + diversify: T=51.8, value=62364.0
    [iter 2197777] reheat + diversify: T=51.8, value=62364.0
    [iter 2203530] reheat + diversify: T=51.8, value=62364.0
    [iter 2209283] reheat + diversify: T=51.8, value=53406.0
    [iter 2215036] reheat + diversify: T=51.8, value=43827.0
    [iter 2220789] reheat + diversify: T=51.8, value=45312.0
    [iter 2226542] reheat + diversify: T=51.8, value=46688.0
    [iter 2232295] reheat + diversify: T=51.8, value=62364.0
    [iter 2238048] reheat + diversify: T=51.8, value=62364.0
    [iter 2243801] reheat + diversify: T=51.8, value=62364.0
    [iter 2249554] reheat + diversify: T=51.8, value=43827.0
    [iter 2255307] reheat + diversify: T=51.8, value=62364.0
    [iter 2261060] reheat + diversify: T=51.8, value=62364.0
    [iter 2266813] reheat + diversify: T=51.8, value=62364.0
    [iter 2272566] reheat + diversify: T=51.8, value=37994.0
    [iter 2278319] reheat + diversify: T=51.8, value=62364.0
    [iter 2284072] reheat + diversify: T=51.8, value=34739.0
    [iter 2289825] reheat + diversify: T=51.8, value=46402.0
    [iter 2295578] reheat + diversify: T=51.8, value=46832.0
    [iter 2301331] reheat + diversify: T=51.8, value=47170.0
    [iter 2307084] reheat + diversify: T=51.8, value=62364.0
    [iter 2312837] reheat + diversify: T=51.8, value=37994.0
    [iter 2318590] reheat + diversify: T=51.8, value=62364.0
    [iter 2324343] reheat + diversify: T=51.8, value=49482.0
    [iter 2330096] reheat + diversify: T=51.8, value=62364.0
    [iter 2335849] reheat + diversify: T=51.8, value=62364.0
    [iter 2341602] reheat + diversify: T=51.8, value=62364.0
    [iter 2347355] reheat + diversify: T=51.8, value=40448.0
    [iter 2353108] reheat + diversify: T=51.8, value=40448.0
    [iter 2358861] reheat + diversify: T=51.8, value=44700.0
    [iter 2364614] reheat + diversify: T=51.8, value=47170.0
    [iter 2370367] reheat + diversify: T=51.8, value=62364.0
    [iter 2376120] reheat + diversify: T=51.8, value=46832.0
    [iter 2381873] reheat + diversify: T=51.8, value=62364.0
    [iter 2387626] reheat + diversify: T=51.8, value=39076.0
    [iter 2393379] reheat + diversify: T=51.8, value=43827.0
    [iter 2399132] reheat + diversify: T=51.8, value=53406.0
    [iter 2404885] reheat + diversify: T=51.8, value=39076.0
    [iter 2410638] reheat + diversify: T=51.8, value=46832.0
    [iter 2416391] reheat + diversify: T=51.8, value=62364.0
    [iter 2422144] reheat + diversify: T=51.8, value=46201.0
    [iter 2427897] reheat + diversify: T=51.8, value=40448.0
    [iter 2433650] reheat + diversify: T=51.8, value=62364.0
    [iter 2439403] reheat + diversify: T=51.8, value=46832.0
    [iter 2445156] reheat + diversify: T=51.8, value=62364.0
    [iter 2450909] reheat + diversify: T=51.8, value=51418.0
    [iter 2456662] reheat + diversify: T=51.8, value=40448.0
    [iter 2462415] reheat + diversify: T=51.8, value=62364.0
    [iter 2468168] reheat + diversify: T=51.8, value=62364.0
    [iter 2473921] reheat + diversify: T=51.8, value=37994.0
    [iter 2479674] reheat + diversify: T=51.8, value=58140.0
    [iter 2485427] reheat + diversify: T=51.8, value=62364.0
    [iter 2491180] reheat + diversify: T=51.8, value=53406.0
    [iter 2496933] reheat + diversify: T=51.8, value=46688.0
    [iter 2502686] reheat + diversify: T=51.8, value=40448.0
    [iter 2508439] reheat + diversify: T=51.8, value=49482.0
    [iter 2514192] reheat + diversify: T=51.8, value=62364.0
    [iter 2519945] reheat + diversify: T=51.8, value=62364.0
    [iter 2525698] reheat + diversify: T=51.8, value=46688.0
    [iter 2531451] reheat + diversify: T=51.8, value=46832.0
    [iter 2537204] reheat + diversify: T=51.8, value=62364.0
    [iter 2542957] reheat + diversify: T=51.8, value=62364.0
    [iter 2548710] reheat + diversify: T=51.8, value=44700.0
    [iter 2554463] reheat + diversify: T=51.8, value=62364.0
